Time,AccelerationX,AccelerationY,AccelerationZ,RotationX,RotationY,RotationZ,TemperatureMPU,Pressure,Humidity,Gas,BME_Temperature,UV_Voltage,UV_Index,Longitude,Latitude,datatime,speed,AltitudeGPS,AltitudeBME,AccelerationAbsolute,GyroscopeAbsolute
25965,3.227383852,-1.472434044,7.079654217,-0.011191424,-1.055191398,0.010658499,23.40058899,990.8699951,37.42569351,65.16899872,20.33043098,0.038709678,0.387096763,0,0,0,0,0,25900.92578,7.918685015478671,1.0553045711951006
27222,2.272097349,0.277727395,8.212111473,-0.598474741,0.986044347,-0.54798007,23.35352898,990.0999756,37.23465729,69.86100006,20.27309227,0.038709678,0.387096763,0,0,0,0,0,25903.58203,8.525158867390363,1.2770033778275132
27690,2.166752577,-0.665588081,5.956773758,1.118209839,0.340272576,-0.13656202,23.4947052,990.0999756,37.23465729,69.86100006,20.27309227,0.038709678,0.387096763,0,0,0,0,0,25903.58203,6.373458859010768,1.17678709005519
28157,1.323993564,-0.943315446,9.157821655,-0.562635541,0.240349159,-0.4960199,23.40058899,990.0999756,37.23465729,69.86100006,20.27309227,0.038709678,0.387096763,0,0,0,0,0,25903.58203,9.300994594824928,0.7876307583026325
29415,1.788468719,-0.986411095,7.536946774,-0.646970928,0.534390509,0.478033692,23.30647087,989.5999756,37.06518936,73.94799805,20.26175117,0.038709678,0.387096763,0,0,0,0,0,25905.53125,7.808789527275633,0.9657436556734976
29884,2.779668093,-0.617704034,8.204929352,-0.08753293,-0.365053594,-0.147620216,23.35352898,989.5999756,37.06518936,73.94799805,20.26175117,0.038709678,0.387096763,0,0,0,0,0,25905.53125,8.684985817614976,0.40338302951238336
30353,2.755726099,-0.294486821,3.7181952,-0.564234257,-0.241415009,0.157479316,23.30647087,989.5999756,37.06518936,73.94799805,20.26175117,0.038709678,0.387096763,0,0,0,0,0,25905.53125,4.637426480900316,0.6335939064658371
31611,2.592920542,0.639251828,5.839457989,1.112880588,0.35159725,-0.356260329,23.30647087,989.289978,36.91612244,78.02799988,20.22772598,0.038709678,0.387096763,0,0,0,0,0,25906.3457,6.421148607688724,1.2202644186298215
32076,4.192247391,-1.362300754,8.149862289,-1.363754988,-1.296206713,0.183592647,23.30647087,989.289978,36.91612244,78.02799988,20.22772598,0.038709678,0.387096763,0,0,0,0,0,25906.3457,9.26558453964776,1.8904194693648315
32544,-0.01436521,0.378283858,4.082113743,-0.01718683,0.910369039,0.46590963,23.30647087,989.289978,36.91612244,78.02799988,20.22772598,0.038709678,0.387096763,0,0,0,0,0,25906.3457,4.0996289645858415,1.0228093456856802
33797,3.732560396,-0.37110126,5.731719017,0.073810108,-0.044499233,-1.021883607,23.25941086,989.789978,36.72359085,82.50299835,19.79832077,0.038709678,0.387096763,0,0,0,0,0,25904.4668,6.849987309827712,1.0255116869328649
34264,0.105344877,0.574608386,7.946355343,0.707058191,-0.074076563,0.304966301,23.40058899,989.789978,36.72359085,82.50299835,19.79832077,0.038709678,0.387096763,0,0,0,0,0,25904.4668,7.967799920780912,0.7735780939192294
34729,3.19625926,-1.549048543,13.78102493,4.365588188,0.02571363,-1.614229679,23.21235275,989.789978,36.72359085,82.50299835,19.79832077,0.041935485,0.419354856,0,0,0,0,0,25904.4668,14.231383375026745,4.654541746996942
35984,1.352723956,-1.252167463,11.83214474,1.219199181,0.761016846,4.365588188,23.21235275,990.2800293,36.66046524,86.43499756,19.43098068,0.041935485,0.419354856,0,0,0,0,0,25902.98047,11.974866788605285,4.5960802332043755
36452,1.175553083,0.526724398,8.552088737,0.642840743,-0.024647778,-1.322320104,23.16529465,990.2800293,36.66046524,86.43499756,19.43098068,0.041935485,0.419354856,0,0,0,0,0,25902.98047,8.648559730262695,1.470504060267669
36920,3.007117271,-0.18674773,8.537723541,0.454052061,-0.99883461,2.107451677,23.11823463,990.2800293,36.66046524,86.43499756,19.43098068,0.041935485,0.419354856,0,0,0,0,0,25902.98047,9.053747967485743,2.3759601055409814
38177,1.297657371,-0.311246216,6.555324078,-0.06981317,0.862805545,1.157379866,23.16529465,990.3499756,36.73302841,90.0739975,19.43003654,0.038709678,0.387096763,0,0,0,0,0,25902.73242,6.689772987709785,1.4452804023477153
38644,1.369483352,-0.548272192,7.10359621,-0.686274111,0.429271042,0.01718683,23.11823463,990.3499756,36.73302841,90.0739975,19.43003654,0.038709678,0.387096763,0,0,0,0,0,25902.73242,7.255147563120409,0.8096549697581402
39109,1.589749932,-1.395819545,8.489839554,0.0,-0.315358341,-0.797655404,23.02411842,990.3499756,36.73302841,90.0739975,19.43003654,0.038709678,0.387096763,0,0,0,0,0,25902.73242,8.74945670891404,0.8577324913798448
40357,2.26730895,-2.693476915,12.28704357,1.598908067,-1.54428339,0.469107211,23.02411842,990.0200195,36.83360672,93.71600342,19.3125248,0.038709678,0.387096763,0,0,0,0,0,25903.65234,12.781508027516407,2.2718670231243214
40823,2.834734917,-1.007958889,7.738059998,0.752489984,0.571428835,-4.365721226,23.02411842,990.0200195,36.83360672,93.71600342,19.3125248,0.038709678,0.387096763,0,0,0,0,0,25903.65234,8.302365669146408,4.4667990678601965
41291,3.184288263,-1.043871999,8.549694061,-0.788862169,-1.288079619,0.471905053,22.97705841,990.0200195,36.83360672,93.71600342,19.3125248,0.038709678,0.387096763,0,0,0,0,0,25903.65234,9.182953175796689,1.5824496850167153
42549,1.733402014,1.221042871,8.018181801,-2.321554422,-0.600339949,-1.638477802,22.97705841,990.0,36.92089081,95.35700226,19.17264748,0.038709678,0.387096763,0,0,0,0,0,25903.93555,8.293784879585846,2.904243876867063
43011,0.782903969,0.14844051,9.572018623,0.721580386,-0.734770238,-1.62568748,22.97705841,990.0,36.92089081,95.35700226,19.17264748,0.038709678,0.387096763,0,0,0,0,0,25903.93555,9.605129552939088,1.9244285746005843
43469,1.359906554,-1.716642618,9.655815125,0.692003012,0.55477488,0.886254191,22.97705841,990.0,36.92089081,95.35700226,19.17264748,0.038709678,0.387096763,0,0,0,0,0,25903.93555,9.901059208070864,1.2538300631110864
44718,1.853112102,-1.261744261,8.149862289,-0.527329266,-0.120041348,-0.131765693,23.02411842,990.0300293,37.05525208,98.8010025,19.17296219,0.038709678,0.387096763,0,0,0,0,0,25903.75977,8.452590039296217,0.5566401691052543
45188,2.657563925,-0.814028561,9.117119789,1.439830065,-0.578490078,-0.709056675,22.97705841,990.0300293,37.05525208,98.8010025,19.17296219,0.038709678,0.387096763,0,0,0,0,0,25903.75977,9.531377747238883,1.706025426183445
45656,2.882618904,-0.89303726,6.385335922,-1.630350709,0.065549769,0.602871358,22.97705841,990.0300293,37.05525208,98.8010025,19.17296219,0.038709678,0.387096763,0,0,0,0,0,25903.75977,7.062543602005588,1.7394809803069191
46913,2.796427488,-0.253785372,6.263231754,-1.031476259,1.223862171,0.394364446,22.83588219,990.3499756,37.14043427,101.3199997,18.89383698,0.038709678,0.387096763,0,0,0,0,0,25902.66211,6.863853561593305,1.648425067376238
47382,1.273715258,-0.696712673,8.798690796,1.279552937,1.668188334,-0.35013172,22.88294029,990.3499756,37.14043427,101.3199997,18.89383698,0.038709678,0.387096763,0,0,0,0,0,25902.66211,8.917663305529983,2.1313611279248716
47849,2.552218914,-0.500388145,5.590460777,-0.642973959,-0.688805521,0.19638285,22.83588219,990.3499756,37.14043427,101.3199997,18.89383698,0.038709678,0.387096763,0,0,0,0,0,25902.66211,6.165830145228728,0.9625148214372273
49108,4.192247391,-0.804451764,8.453926086,0.534390509,-0.080471672,-0.302168459,22.83588219,990.7000122,37.28744125,105.6169968,18.79113388,0.038709678,0.387096763,0,0,0,0,0,25901.42188,9.470530454810875,0.6191564291180293
49578,3.75650239,0.02873042,8.408436775,-1.39772892,0.521866739,0.111514546,22.88294029,990.7000122,37.28744125,105.6169968,18.79113388,0.041935485,0.419354856,0,0,0,0,0,25901.42188,9.20944866114587,1.4961371999413846
50042,3.840299606,1.170764685,7.752425194,-1.723612547,-1.008826971,0.53652221,22.88294029,990.7000122,37.28744125,105.6169968,18.79113388,0.041935485,0.419354856,0,0,0,0,0,25901.42188,8.73033145991908,2.0679526472857512
51300,2.602497339,-1.18991828,8.377311707,1.034807086,0.318555921,-0.31322667,22.78882408,990.9099731,37.45183182,108.0090027,18.69315529,0.041935485,0.419354856,0,0,0,0,0,25900.60742,8.852584331641213,1.127126668497937
51767,2.863465309,-0.553060591,5.805939198,-1.4127841,-0.25766921,0.024647778,22.83588219,990.9099731,37.45183182,108.0090027,18.69315529,0.041935485,0.419354856,0,0,0,0,0,25900.60742,6.497248614916672,1.4363007512200123
52234,1.628057122,-0.438138902,7.469909191,1.654598832,-0.105785601,-0.433401227,22.78882408,990.9099731,37.45183182,108.0090027,18.69315529,0.038709678,0.387096763,0,0,0,0,0,25900.60742,7.657811633340622,1.7136874020076711
53493,2.784456491,0.375889659,12.2702837,-2.680212736,-1.158578753,0.697332263,22.74176407,991.0800171,37.66386795,110.1480026,18.73757553,0.038709678,0.387096763,0,0,0,0,0,25900.11328,12.587865310071477,3.002018874381096
53961,3.632004023,0.270544797,6.325480938,-1.729075074,-0.291110277,0.824035227,22.78882408,991.0800171,37.66386795,110.1480026,18.73757553,0.038709678,0.387096763,0,0,0,0,0,25900.11328,7.299065474927137,1.9373899608081135
54430,3.275267839,-0.536301196,8.188169479,1.614229679,0.560903549,-0.494287878,22.83588219,991.0800171,37.66386795,110.1480026,18.73757553,0.038709678,0.387096763,0,0,0,0,0,25900.11328,8.835220303243485,1.778952150616475
55689,0.605733037,-0.871489406,10.08916569,-1.390800834,-0.333078086,0.062485453,22.74176407,991.2800293,37.81991959,112.5250015,18.72371292,0.038709678,0.387096763,0,0,0,0,0,25899.43945,10.144834676679391,1.431493067767055
56159,1.438915253,-1.304839969,9.097966194,-0.745295525,0.416880548,0.069679938,22.74176407,991.2800293,37.81991959,112.5250015,18.72371292,0.038709678,0.387096763,0,0,0,0,0,25899.43945,9.303014206007793,0.856802255275679
56628,2.983175278,-0.768538773,6.569689274,0.049295556,0.06261868,-0.591280222,22.78882408,991.2800293,37.81991959,112.5250015,18.72371292,0.038709678,0.387096763,0,0,0,0,0,25899.43945,7.256087357645673,0.5966267274055536
57885,0.59615624,-1.522712231,9.871294022,0.23222205,0.113779478,0.117643185,22.69470596,991.4699707,37.96382904,114.5329971,18.64148903,0.038709678,0.387096763,0,0,0,0,0,25898.83984,10.005823327927637,0.28409992801318906
58351,-0.375889659,-0.608127236,9.816226959,0.114845328,-0.683343053,-0.021183766,22.69470596,991.4699707,37.96382904,114.5329971,18.64148903,0.038709678,0.387096763,0,0,0,0,0,25898.83984,9.842226551015097,0.6932502646149737
58822,3.299209833,0.0,8.042123795,0.399294019,-0.213969365,0.539453328,22.74176407,991.4699707,37.96382904,114.5329971,18.64148903,0.038709678,0.387096763,0,0,0,0,0,25898.83984,8.692556623702206,0.7044348769460177
60070,2.992752075,-0.555454791,7.086836815,-0.239949465,0.063018374,-0.228225112,22.64764786,991.4000244,38.01410294,117.2689972,18.05961227,0.038709678,0.387096763,0,0,0,0,0,25898.98047,7.712869184013236,0.3370960737872849
60540,1.369483352,-0.790086567,8.576030731,0.090730481,0.06261868,0.004529862,22.60058784,991.4000244,38.01410294,117.2689972,18.05961227,0.038709678,0.387096763,0,0,0,0,0,25898.98047,8.720551848009126,0.11033421462616573
61006,1.632845521,-0.579396784,6.979097843,-0.236218989,0.278053582,-0.031975497,22.55352974,991.4000244,38.01410294,117.2689972,18.05961227,0.041935485,0.419354856,0,0,0,0,0,25898.98047,7.1909451277927685,0.36624532438736995
62266,3.97676897,-0.134075299,7.053318024,0.051693719,0.202111781,-0.020117918,22.60058784,991.3099976,38.27188492,119.4520035,18.21996689,0.041935485,0.419354856,0,0,0,0,0,25899.19336,8.098269122117397,0.20958564652117195
62734,1.733402014,-0.196324542,8.010998726,-0.430603355,-0.498018384,0.333477795,22.55352974,991.3099976,38.27188492,119.4520035,18.21996689,0.041935485,0.419354856,0,0,0,0,0,25899.19336,8.198739321133733,0.7380033874565141
63203,3.643975019,-0.737414122,8.176198959,1.102888227,1.281551361,-1.054525256,22.55352974,991.3099976,38.27188492,119.4520035,18.21996689,0.041935485,0.419354856,0,0,0,0,0,25899.19336,8.981790631247968,1.9926765537030893
64462,1.316810966,-0.574608386,5.882553577,-0.442993879,-0.786996901,-2.218167067,22.45941162,991.2800293,38.50018692,121.5400009,18.18972397,0.038709678,0.387096763,0,0,0,0,0,25899.51172,6.055460552568638,2.3949682328036115
64933,1.67115283,0.0,8.152256966,-3.204877615,0.208506882,0.781800866,22.60058784,991.2800293,38.50018692,121.5400009,18.18972397,0.038709678,0.387096763,0,0,0,0,0,25899.51172,8.3217813850709,3.3054391903418523
65389,2.67432332,0.08379706,9.761159897,3.126937151,0.533591092,-1.158845425,22.50646973,991.2800293,38.50018692,121.5400009,18.18972397,0.038709678,0.387096763,0,0,0,0,0,25899.51172,10.12122866562956,3.3771849399772558
66645,1.807622313,-1.103726983,7.601590633,-1.553476334,-0.352396637,0.591946423,22.60058784,991.3800049,38.73199081,123.9779968,18.36330795,0.038709678,0.387096763,0,0,0,0,0,25899.12109,7.891127411921004,1.6993742018076785
67115,2.018311977,1.41257906,9.452308655,1.836326122,-1.576525331,-0.3168239,22.50646973,991.3800049,38.73199081,123.9779968,18.36330795,0.038709678,0.387096763,0,0,0,0,0,25899.12109,9.768065404502574,2.4408816295009945
67580,1.668758631,-0.701501071,8.801085472,-0.830163836,0.497751892,-0.478566617,22.45941162,991.3800049,38.73199081,123.9779968,18.36330795,0.038709678,0.387096763,0,0,0,0,0,25899.12109,8.985319393688831,1.0797939375170797
68840,2.281674147,1.879448295,7.807491779,0.471372128,-0.15681316,0.533857584,22.45941162,991.3900146,38.90888596,124.8130035,18.4924736,0.038709678,0.387096763,0,0,0,0,0,25899.05078,8.348370540759387,0.7292365666906392
69306,2.41574955,-0.272938997,9.052476883,-0.062751912,-0.646571219,0.136428788,22.55352974,991.3900146,38.90888596,124.8130035,18.4924736,0.038709678,0.387096763,0,0,0,0,0,25899.05078,9.373242731395468,0.66378080560826
69773,3.129221678,0.699106872,9.916783333,-1.378410339,0.366519153,0.283382833,22.41235352,991.3900146,38.90888596,124.8130035,18.4924736,0.038709678,0.387096763,0,0,0,0,0,25899.05078,10.42225361436812,1.4541860892667893
71030,2.521094322,0.871489406,8.264783859,0.795656979,-0.887320042,0.130033687,22.41235352,991.289978,39.01508331,128.2660065,18.59202766,0.038709678,0.387096763,0,0,0,0,0,25899.36914,8.684587647158487,1.1988809969805603
71497,2.006340981,0.189141929,9.22725296,-1.963295579,0.212903515,-0.093395106,22.50646973,991.289978,39.01508331,128.2660065,18.59202766,0.038709678,0.387096763,0,0,0,0,0,25899.36914,9.444753887167979,1.9770129192913868
71963,2.8993783,0.495599747,9.193734169,1.798088908,-0.121240422,-0.181860641,22.50646973,991.289978,39.01508331,128.2660065,18.59202766,0.038709678,0.387096763,0,0,0,0,0,25899.36914,9.65281107273811,1.8113244473987264
73219,1.546654344,-1.70946002,8.027758598,0.046497703,-0.724245012,1.251973987,22.3652935,991.2700195,39.06056595,128.7610016,18.70701599,0.038709678,0.387096763,0,0,0,0,0,25899.47656,8.352203381596702,1.447111515369784
73686,2.765302896,-1.584961534,8.032546997,2.770410299,-1.022549748,1.767045975,22.41235352,991.2700195,39.06056595,128.7610016,18.70701599,0.038709678,0.387096763,0,0,0,0,0,25899.47656,8.641806201824902,3.4413998154390364
74154,1.893813491,-0.962469101,9.648633003,-1.867368937,0.919828475,-0.989108741,22.3652935,991.2700195,39.06056595,128.7610016,18.70701599,0.038709678,0.387096763,0,0,0,0,0,25899.47656,9.879726470690075,2.3046664122635927
75413,1.848323703,0.883460402,7.493851185,1.65792954,1.185624838,-0.310961694,22.45941162,991.289978,39.05552673,130.2689972,18.71331787,0.038709678,0.387096763,0,0,0,0,0,25899.4043,7.76882284364237,2.061827779234359
75878,2.827552319,-0.330399841,8.085219383,-0.856676877,-0.390367538,0.005329249,22.45941162,991.289978,39.05552673,130.2689972,18.71331787,0.038709678,0.387096763,0,0,0,0,0,25899.4043,8.571755283654218,0.9414406445472591
76345,1.850717902,0.02873042,8.159439087,-0.154681474,-0.633647799,0.119108729,22.3652935,991.289978,39.05552673,130.2689972,18.71331787,0.038709678,0.387096763,0,0,0,0,0,25899.4043,8.366745388995655,0.663040557507874
77600,2.181117773,-0.845153213,9.22725296,0.011058193,0.469107211,1.185358286,22.27117729,991.2800293,39.04803848,132.2299957,18.69504547,0.038709678,0.387096763,0,0,0,0,0,25899.4043,9.519125793946074,1.2748561194242594
78065,3.028665066,-0.644040287,7.58722496,0.425673813,0.294441044,-0.770076573,22.3652935,991.2800293,39.04803848,132.2299957,18.69504547,0.038709678,0.387096763,0,0,0,0,0,25899.4043,8.194728950181014,0.9278532490373643
78531,1.9321208,-0.811634362,8.726864815,-0.140958652,-0.235952526,-0.852147043,22.3652935,991.2800293,39.04803848,132.2299957,18.69504547,0.038709678,0.387096763,0,0,0,0,0,25899.4043,8.974965772784696,0.895375630108996
79788,2.296039343,0.10295067,8.336610794,-0.216367543,0.760350645,-0.062352221,22.27117729,991.3099976,39.03477859,133.0740051,18.67582893,0.038709678,0.387096763,0,0,0,0,0,25899.33398,8.647628289634946,0.7929916875222626
80256,2.207453966,-0.617704034,8.341399193,0.275788665,-0.674016833,-0.262998462,22.3652935,991.3099976,39.03477859,133.0740051,18.67582893,0.038709678,0.387096763,0,0,0,0,0,25899.33398,8.650627247928908,0.7742908174091938
80725,2.248155355,-0.251391172,8.204929352,-0.769810081,0.535856009,0.014921899,22.27117729,991.3099976,39.03477859,133.0740051,18.67582893,0.038709678,0.387096763,0,0,0,0,0,25899.33398,8.511067247583341,0.9380681671714486
81983,2.576161146,-0.074220255,8.209717751,0.747427285,-0.45911485,0.000532925,22.3182354,991.3099976,39.07370377,134.576004,18.72497559,0.041935485,0.419354856,0,0,0,0,0,25899.33398,8.604741742056921,0.8771740282646593
82450,1.972822189,-0.713472128,8.343792915,-0.280718207,-0.298837662,0.099790201,22.27117729,991.3099976,39.07370377,134.576004,18.72497559,0.041935485,0.419354856,0,0,0,0,0,25899.33398,8.603484763469265,0.42197718443837867
82918,2.183511972,-0.244208574,8.461109161,-0.119908117,0.413816214,-0.147753447,22.41235352,991.3099976,39.07370377,134.576004,18.72497559,0.041935485,0.419354856,0,0,0,0,0,25899.33398,8.741723548239246,0.45546997331565264
84177,2.358288765,-0.514753342,8.291120529,0.151084229,-0.343470156,0.079006128,22.22411728,991.3099976,39.0854187,136.5579987,18.78546333,0.041935485,0.419354856,0,0,0,0,0,25899.29883,8.635344609720601,0.3834581601384187
84645,2.164358377,-0.172382519,8.291120529,-0.35839203,-0.248343036,0.174266458,22.22411728,991.3099976,39.0854187,136.5579987,18.78546333,0.038709678,0.387096763,0,0,0,0,0,25899.29883,8.570696736167493,0.46956140075722147
85112,2.209848166,-0.33518824,8.327033043,0.200379789,0.336009204,-0.277120978,22.27117729,991.3099976,39.0854187,136.5579987,18.78546333,0.038709678,0.387096763,0,0,0,0,0,25899.29883,8.62178980097646,0.47942703455278224
86369,2.446874142,-0.584185243,8.111555099,-0.065683,-0.115511484,0.209705979,22.12999916,991.3099976,39.06944275,138.8309937,18.85256577,0.038709678,0.387096763,0,0,0,0,0,25899.29883,8.492690479997496,0.2482614691272705
86836,2.53067112,-0.325611442,8.157045364,-0.276055127,-0.013589587,-0.069679938,22.17705917,991.3099976,39.06944275,138.8309937,18.85256577,0.038709678,0.387096763,0,0,0,0,0,25899.29883,8.546795200489905,0.2850375480134162
87305,2.257732153,-0.248996973,8.169015884,0.072877489,0.286447167,-0.283649325,22.27117729,991.3099976,39.06944275,138.8309937,18.85256577,0.038709678,0.387096763,0,0,0,0,0,25899.29883,8.478925313994544,0.40965845219917857
88564,2.262520552,-0.366312861,8.159439087,-0.313093394,-0.143756509,0.240215927,22.22411728,991.3400269,39.00585556,138.1410065,18.89698601,0.038709678,0.387096763,0,0,0,0,0,25899.26367,8.475236313803869,0.4199965462129131
89034,2.264914751,-0.323217243,8.382100105,-0.003464012,-0.10178867,0.067148544,22.27117729,991.3400269,39.00585556,138.1410065,18.89698601,0.038709678,0.387096763,0,0,0,0,0,25899.26367,8.688723173499712,0.1219912278847335
89502,2.336740971,-0.325611442,8.147468567,-0.033307809,0.134963244,-0.131366,22.17705917,991.3400269,39.00585556,138.1410065,18.89698601,0.038709678,0.387096763,0,0,0,0,0,25899.26367,8.4821945996873,0.19126294290160867
90759,2.408566952,-0.404620081,8.178592682,-0.080738127,-0.003730475,0.049961712,22.22411728,991.2999878,38.94949341,140.2310028,18.84342957,0.038709678,0.387096763,0,0,0,0,0,25899.36914,8.535472478444234,0.09501965197349808
91229,2.264914751,-0.241814375,8.202534676,-0.146820813,0.019851454,-0.118975498,22.22411728,991.2999878,38.94949341,140.2310028,18.84342957,0.038709678,0.387096763,0,0,0,0,0,25899.36914,8.512924769562837,0.19001473753433729
91699,2.324769735,-0.268150598,8.291120529,0.045032158,0.061419602,-0.029843798,22.22411728,991.2999878,38.94949341,140.2310028,18.84342957,0.038709678,0.387096763,0,0,0,0,0,25899.36914,8.61505302887829,0.08179801368639811
92958,2.217030764,-0.450109929,8.36294651,-0.123905048,0.02158346,0.119508423,22.17705917,991.3099976,38.92669296,141.4190063,18.89887619,0.038709678,0.387096763,0,0,0,0,0,25899.33398,8.66352691955349,0.17349515795376202
93425,2.343923569,-0.234631762,8.262390137,-0.129633993,0.270326167,-0.193851456,22.22411728,991.3099976,38.92669296,141.4190063,18.89887619,0.038709678,0.387096763,0,0,0,0,0,25899.33398,8.59163084268917,0.3570148396066414
93894,2.382230759,-0.440533102,8.295908928,-0.011191424,-0.340272576,0.129234299,22.17705917,991.3099976,38.92669296,141.4190063,18.89887619,0.038709678,0.387096763,0,0,0,0,0,25899.33398,8.642406941631108,0.3641595501793753
95154,2.264914751,-0.311246216,8.209717751,-0.074476264,0.117776416,-0.059021436,22.17705917,991.2999878,38.88523483,141.779007,18.93762589,0.038709678,0.387096763,0,0,0,0,0,25899.36914,8.522099423695794,0.15133250798392542
95623,2.396595955,-0.294486821,8.228871346,-0.177064329,0.206108719,-0.170669213,22.12999916,991.2999878,38.88523483,141.779007,18.93762589,0.038709678,0.387096763,0,0,0,0,0,25899.36914,8.575821726708462,0.3208746810174972
96091,2.446874142,-0.339976639,8.188169479,-0.011990812,-0.16827105,0.134297088,22.22411728,991.2999878,38.88523483,141.779007,18.93762589,0.038709678,0.387096763,0,0,0,0,0,25899.36914,8.552712821010717,0.21562614332636382
97349,2.176329374,-0.342370838,8.50420475,-0.001732006,0.279252678,-0.181460962,22.17705917,991.2600098,38.83048248,143.4859924,18.95652962,0.038709678,0.387096763,0,0,0,0,0,25899.43945,8.7849374365883,0.3330362423895051
97818,2.300827742,-0.545877993,8.101978302,-0.580754995,0.306964755,-0.187456369,22.17705917,991.2600098,38.83048248,143.4859924,18.95652962,0.038709678,0.387096763,0,0,0,0,0,25899.43945,8.440014424613107,0.6831131789889024
98288,2.30801034,-0.016759412,8.276755333,0.232488513,-0.533191383,-0.002931087,22.17705917,991.2600098,38.83048248,143.4859924,18.95652962,0.038709678,0.387096763,0,0,0,0,0,25899.43945,8.592547436574408,0.5816807980786416
99546,2.420537949,-0.356736064,8.839392662,-0.422476262,0.201978564,0.082203679,22.22411728,991.289978,38.76486588,144.6049957,18.97984123,0.038709678,0.387096763,0,0,0,0,0,25899.36914,9.171757040770693,0.47543556567649603
100014,2.497152328,-0.311246216,7.857769966,-0.305366009,1.602638483,0.237684533,22.08294106,991.289978,38.76486588,144.6049957,18.97984123,0.038709678,0.387096763,0,0,0,0,0,25899.36914,8.250890424359167,1.648694163231179
100483,3.112462282,0.105344877,7.596801758,-0.467375189,-1.76291585,-0.316424191,22.12999916,991.289978,38.76486588,144.6049957,18.97984123,0.038709678,0.387096763,0,0,0,0,0,25899.36914,8.21035419152759,1.851063513260421
101741,2.619256735,-0.531512797,7.989450932,0.019451762,0.921960175,-0.092196018,22.12999916,991.2800293,38.73982239,145.6150055,19.01260757,0.038709678,0.387096763,0,0,0,0,0,25899.4043,8.424626869603976,0.926762667065302
102210,2.607285738,-0.646434486,7.714118004,-1.070779443,0.747160852,0.517736614,22.12999916,991.2800293,38.73982239,145.6150055,19.01260757,0.038709678,0.387096763,0,0,0,0,0,25899.4043,8.168441286065859,1.404588607311387
102679,2.331952572,0.344765037,8.420407295,0.482297063,-1.257702827,-0.076874427,22.12999916,991.2800293,38.73982239,145.6150055,19.01260757,0.038709678,0.387096763,0,0,0,0,0,25899.4043,8.744148028395005,1.3491984789306561
103938,2.367865562,-0.591367841,8.03494072,0.100456357,1.167638659,0.115511484,22.12999916,991.2700195,38.66101837,147.8070068,19.07372475,0.038709678,0.387096763,0,0,0,0,0,25899.43945,8.397426725907687,1.1776308507290867
104405,2.542642117,-0.076614454,8.226476669,-0.988975525,-0.229424208,-0.056090351,22.03588295,991.2700195,38.66101837,147.8070068,19.07372475,0.038709678,0.387096763,0,0,0,0,0,25899.43945,8.610796542440502,1.016786203555475
104877,2.123656988,-0.684741676,8.367734909,0.849482417,-0.260866761,-0.16773814,22.12999916,991.2700195,38.66101837,147.8070068,19.07372475,0.038709678,0.387096763,0,0,0,0,0,25899.43945,8.660125730774913,0.9043273342089426
106137,2.473210335,-0.720654726,8.068459511,-0.52506429,0.60820061,0.341338426,22.08294106,991.2800293,38.54324722,147.6759949,19.08380508,0.038709678,0.387096763,0,0,0,0,0,25899.4043,8.469719681069929,0.8729904992047357
106604,2.956839085,-0.011971008,5.884947777,-0.095660031,-1.090497732,0.286313951,22.12999916,991.2800293,38.54324722,147.6759949,19.08380508,0.038709678,0.387096763,0,0,0,0,0,25899.4043,6.586019360557135,1.1315086493550524
