Time,AccelerationX,AccelerationY,AccelerationZ,RotationX,RotationY,RotationZ,TemperatureMPU,Pressure,Humidity,Gas,BME_Temperature,UV_Voltage,UV_Index,Longitude,Latitude,datatime,speed,AltitudeGPS,AltitudeBME,AccelerationAbsolute,GyroscopeAbsolute
16270,1.70946002,-0.392649084,7.99423933,-0.820571184,-0.493088841,0.921693742,23.4947052,991.210022,38.20488358,43.91199875,20.11588478,0.038709678,0.387096763,0,0,0,0,0,25899.61719,8.18439303360141,1.3289067037124342
16736,3.210624456,-2.152387381,5.896918774,1.53642261,0.549179137,-1.997269511,23.4947052,991.210022,38.20488358,43.91199875,20.11588478,0.038709678,0.387096763,0,0,0,0,0,25899.61719,7.050853271945673,2.579007107513559
17202,3.059789658,0.004788403,6.742072105,-3.64800477,-0.930486977,-0.713986218,23.4947052,991.210022,38.20488358,43.91199875,20.11588478,0.041935485,0.419354856,0,0,0,0,0,25899.61719,7.403909234250929,3.83190828906477
18458,1.778891921,1.647210717,9.646238327,1.503647804,0.21197091,0.711721301,23.44764709,991.2399902,38.01491547,49.53699875,20.19307137,0.041935485,0.419354856,0,0,0,0,0,25899.54688,9.946239162320726,1.6770317812902007
18924,2.078166962,-1.951274395,6.550535679,-0.061019909,-0.7468943,0.653898895,23.58882332,991.2399902,38.01491547,49.53699875,20.19307137,0.041935485,0.419354856,0,0,0,0,0,25899.54688,7.143932206312075,0.9945643717472888
19391,2.140416384,0.737414122,6.576871872,-1.759052157,-0.08233691,-1.117010713,23.44764709,991.2399902,38.01491547,49.53699875,20.19307137,0.041935485,0.419354856,0,0,0,0,0,25899.54688,6.955602454491304,2.0853673035586486
20650,2.169146776,-0.44532153,8.678980827,0.612064302,1.616494656,-0.220497698,23.44764709,991.210022,37.84936905,54.77299881,20.34429359,0.041935485,0.419354856,0,0,0,0,0,25899.65234,8.9570205535293,1.7424973220876423
21117,2.159569979,-1.343147159,7.970297337,0.217033699,-1.844586492,0.015321592,23.4947052,991.210022,37.84936905,54.77299881,20.34429359,0.041935485,0.419354856,0,0,0,0,0,25899.65234,8.36620740987917,1.857373873013159
21584,2.748543501,0.33518824,6.967126846,-1.815142393,0.572094917,0.183992341,23.4947052,991.210022,37.84936905,54.77299881,20.34429359,0.041935485,0.419354856,0,0,0,0,0,25899.65234,7.497179404374524,1.9120375734984039
22838,2.885013103,0.806845963,8.113949776,2.006862164,0.138960183,-0.314558983,23.4947052,991.2199707,37.65841293,60.01300049,20.40793228,0.041935485,0.419354856,0,0,0,0,0,25899.61719,8.64930528886231,2.036112234514628
23305,2.26970315,-2.41335535,9.088389397,-1.092496157,-0.155480847,0.118709028,23.54176521,991.2199707,37.65841293,60.01300049,20.40793228,0.038709678,0.387096763,0,0,0,0,0,25899.61719,9.673399519610237,1.1098711547618088
23773,3.069366693,0.299275219,11.22641182,0.172534451,0.948473155,-0.042101074,23.63588142,991.2199707,37.65841293,60.01300049,20.40793228,0.038709678,0.387096763,0,0,0,0,0,25899.61719,11.642289289699038,0.9649569746726944
25030,3.816357613,-1.060631394,9.18894577,0.642973959,-0.795123994,-0.558505356,23.4947052,990.8699951,37.42569351,65.16899872,20.33043098,0.038709678,0.387096763,0,0,0,0,0,25900.92578,10.006310446325475,1.1651463043186174
25497,0.349553436,-0.440533102,10.17535686,0.019318528,0.880392075,0.736901999,23.54176521,990.8699951,37.42569351,65.16899872,20.33043098,0.038709678,0.387096763,0,0,0,0,0,25900.92578,10.190885351475908,1.148254313023508
